ID,Category,Image_ID,Equation,Solution_Steps,Sign_Language,Sign_Text,Sign_Translation,Anomaly_Type,Anomaly_Score,Timestamp,Camera_ID,Confidence_Score,Bounding_Box_X,Bounding_Box_Y,Bounding_Box_Width,Bounding_Box_Height,Blur_Level,Brightness_Level,Contrast_Level,Noise_Level,Label
1527,Multi-lingual Street Signs,IMG_9581,,,Spanish,No Entry,Cédez le passage,,,2024-01-02 01:26:00,,0.57,47,288,96,63,0.723951638349097,0.14028518633360854,0.741927447727195,0.9247389076958796,Incorrect
1528,Multi-lingual Street Signs,IMG_1470,,,Chinese,Stop,Cédez le passage,,,2024-01-02 01:27:00,,0.76,81,42,112,113,0.9802866971956571,0.5070277709304184,0.24825882533563837,0.34704182188708377,Correct
1529,Handwritten Math Solutions,IMG_1844,x^2 + y^2 = 25,4.0,,,,,,2024-01-02 01:28:00,,0.87,136,89,126,175,0.5636487151160622,0.8570655827039095,0.38776237981139616,0.6337607225546207,Incorrect
1530,Multi-lingual Street Signs,IMG_7333,,,French,Stop,Cédez le passage,,,2024-01-02 01:29:00,,0.68,70,8,194,135,0.010308391848070753,0.18790792483628083,0.30340924502201483,0.4862164321336854,Correct
1531,Security Camera Anomalies,IMG_2030,,,,,,Loitering,0.52,2024-01-02 01:30:00,13.0,0.66,280,12,144,162,0.7204713237864325,0.7718975137024365,0.85258598677219,0.762486689206527,Uncertain
1532,Multi-lingual Street Signs,IMG_5788,,,English,Stop,Limite de velocidad 50,,,2024-01-02 01:31:00,,0.76,437,197,125,189,0.37740085631934905,0.8383233980259343,0.6100525394864781,0.24323119443747387,Correct
1533,Multi-lingual Street Signs,IMG_8246,,,Chinese,Stop,Alto,,,2024-01-02 01:32:00,,0.74,487,425,187,84,0.5277951396065252,0.041940184766992794,0.1879996570445811,0.7925100219897346,Incorrect
1534,Security Camera Anomalies,IMG_3926,,,,,,Unauthorized Access,0.03,2024-01-02 01:33:00,26.0,0.87,422,243,101,200,0.6057188086525527,0.2788130802538038,0.2790956430150995,0.7198030327650411,Uncertain
1535,Multi-lingual Street Signs,IMG_3008,,,French,Stop,Limite de velocidad 50,,,2024-01-02 01:34:00,,0.76,205,410,112,89,0.17981711566701064,0.7247304176416528,0.1641062834777759,0.7443153308210266,Uncertain
1536,Handwritten Math Solutions,IMG_5213,Σ(n=1 to ∞) 1/n^2,9.0,,,,,,2024-01-02 01:35:00,,0.66,263,194,185,187,0.012014319461174927,0.1531610260380939,0.44685112837159435,0.3487974610496346,Correct
1537,Multi-lingual Street Signs,IMG_5901,,,Chinese,Speed Limit 50,Alto,,,2024-01-02 01:36:00,,0.52,282,306,78,119,0.3546450235534452,0.3477367334186341,0.6463473998730331,0.7816510365328441,Incorrect
1538,Handwritten Math Solutions,IMG_9206,Σ(n=1 to ∞) 1/n^2,5.0,,,,,,2024-01-02 01:37:00,,0.89,56,367,65,79,0.10022708177763773,0.7948479492263686,0.14916784922137794,0.30987787960794977,Incorrect
1539,Handwritten Math Solutions,IMG_7425,x^2 + y^2 = 25,3.0,,,,,,2024-01-02 01:38:00,,0.9,109,421,67,168,0.8763788270228844,0.41963317020099655,0.8588469782853753,0.026363870792427302,Incorrect
1540,Security Camera Anomalies,IMG_2247,,,,,,Unauthorized Access,0.3,2024-01-02 01:39:00,30.0,0.93,288,51,117,57,0.5294416270521979,0.2067489116364417,0.04005841720744663,0.7360323496271437,Uncertain
1541,Handwritten Math Solutions,IMG_2243,x^2 + y^2 = 25,10.0,,,,,,2024-01-02 01:40:00,,0.69,306,38,101,134,0.30001947187362354,0.12189717774002928,0.9822643711117098,0.9663639780481285,Uncertain
1542,Handwritten Math Solutions,IMG_2460,∫ x dx,10.0,,,,,,2024-01-02 01:41:00,,0.84,370,476,166,51,0.5619183767670186,0.29372034489234766,0.4645480085085477,0.8925853003281626,Incorrect
1543,Handwritten Math Solutions,IMG_2377,∫ x dx,6.0,,,,,,2024-01-02 01:42:00,,0.79,161,34,181,83,0.10770292114077373,0.2793191712132371,0.7808488825290617,0.34769307103647384,Uncertain
1544,Security Camera Anomalies,IMG_1160,,,,,,Unauthorized Access,0.66,2024-01-02 01:43:00,9.0,0.94,278,117,126,151,0.2965145919074551,0.6575290732912238,0.21067179402884317,0.6259866898994592,Uncertain
1545,Security Camera Anomalies,IMG_2281,,,,,,Unauthorized Access,0.22,2024-01-02 01:44:00,48.0,0.64,384,430,52,117,0.6928074956901862,0.18152009963748628,0.5089459282809075,0.9412273340288938,Correct
1546,Multi-lingual Street Signs,IMG_2130,,,Chinese,Stop,禁止进入,,,2024-01-02 01:45:00,,0.91,264,122,106,105,0.6872296424941552,0.665854073198093,0.36803493048084457,0.5547419687485605,Uncertain
1547,Handwritten Math Solutions,IMG_5582,x^2 + y^2 = 25,6.0,,,,,,2024-01-02 01:46:00,,0.97,393,234,95,188,0.37870971665466713,0.1136758370898443,0.8152604728581726,0.6526676228729109,Uncertain
1548,Security Camera Anomalies,IMG_3419,,,,,,Unauthorized Access,0.09,2024-01-02 01:47:00,39.0,0.85,32,145,174,177,0.49679525885987563,0.16708031635983933,0.0299021804446421,0.6641624125331614,Correct
1549,Multi-lingual Street Signs,IMG_8959,,,English,Yield,Limite de velocidad 50,,,2024-01-02 01:48:00,,0.98,493,210,154,111,0.6934653012817964,0.02122393702979264,0.15898470678092802,0.5937385154492172,Correct
1550,Handwritten Math Solutions,IMG_1508,x^2 + y^2 = 25,9.0,,,,,,2024-01-02 01:49:00,,0.98,262,158,80,82,0.23414975543411232,0.45138536761727033,0.3425857130187604,0.8633684859685592,Incorrect
1551,Handwritten Math Solutions,IMG_2257,Σ(n=1 to ∞) 1/n^2,9.0,,,,,,2024-01-02 01:50:00,,0.74,488,372,108,170,0.6161106521374373,0.44486244084756044,0.12229159017352464,0.7591476937269729,Incorrect
1552,Handwritten Math Solutions,IMG_9760,∫ x dx,5.0,,,,,,2024-01-02 01:51:00,,0.59,62,162,172,102,0.8613149084266128,0.410856036840922,0.07994759857849987,0.5336027218301905,Incorrect
1553,Handwritten Math Solutions,IMG_3669,x^2 + y^2 = 25,2.0,,,,,,2024-01-02 01:52:00,,0.87,55,50,123,166,0.16701222746773225,0.5516896657685815,0.3988133546456547,0.6641662686389663,Correct
1554,Multi-lingual Street Signs,IMG_4405,,,Spanish,Stop,Alto,,,2024-01-02 01:53:00,,0.92,148,189,192,74,0.7585138225433637,0.5814805078273959,0.49067359622193185,0.04287848694934904,Correct
1555,Multi-lingual Street Signs,IMG_4435,,,Spanish,Yield,Alto,,,2024-01-02 01:54:00,,0.66,235,175,181,50,0.03368575080189251,0.03357306912778413,0.6708636133261502,0.36218934813937576,Correct
1556,Multi-lingual Street Signs,IMG_4878,,,Chinese,Yield,Alto,,,2024-01-02 01:55:00,,0.85,209,409,129,96,0.5328087472628718,0.12624510396270894,0.155238013077323,0.9671265474682128,Correct
1557,Handwritten Math Solutions,IMG_9517,Σ(n=1 to ∞) 1/n^2,3.0,,,,,,2024-01-02 01:56:00,,0.97,176,328,190,179,0.8212498338095301,0.045059139180888885,0.04303650530898284,0.17717964525082142,Incorrect
1558,Handwritten Math Solutions,IMG_2216,Σ(n=1 to ∞) 1/n^2,7.0,,,,,,2024-01-02 01:57:00,,0.79,110,401,191,182,0.7857049356737532,0.058514371224860806,0.965089662747712,0.37203019390865466,Uncertain
1559,Security Camera Anomalies,IMG_8778,,,,,,Unauthorized Access,0.38,2024-01-02 01:58:00,5.0,0.65,226,414,103,176,0.11452738310317678,0.7529625667723318,0.325021252090152,0.30500957464555956,Incorrect
1560,Security Camera Anomalies,IMG_3894,,,,,,Unauthorized Access,0.32,2024-01-02 01:59:00,49.0,0.78,66,471,105,105,0.20790279481094953,0.6695611555079849,0.2130744408291695,0.04344002219367793,Uncertain
1561,Handwritten Math Solutions,IMG_2281,Σ(n=1 to ∞) 1/n^2,9.0,,,,,,2024-01-02 02:00:00,,0.64,50,362,173,68,0.05722396089141324,0.47945705298525587,0.5052366293476951,0.3462966180708146,Correct
1562,Multi-lingual Street Signs,IMG_3234,,,French,Stop,Alto,,,2024-01-02 02:01:00,,0.96,181,475,100,152,0.2211828263445903,0.009017562108897703,0.940272197724709,0.767356358752509,Uncertain
1563,Security Camera Anomalies,IMG_8976,,,,,,Unauthorized Access,0.67,2024-01-02 02:02:00,8.0,0.85,418,334,187,186,0.8183510473016542,0.6846841597773783,0.33858132829545884,0.10491614054739451,Correct
1564,Security Camera Anomalies,IMG_6942,,,,,,Normal,0.37,2024-01-02 02:03:00,42.0,0.78,115,369,181,92,0.7797241124025552,0.28691830664801443,0.6717773376679288,0.3408948449669126,Correct
1565,Handwritten Math Solutions,IMG_8430,Σ(n=1 to ∞) 1/n^2,1.0,,,,,,2024-01-02 02:04:00,,0.98,129,190,89,136,0.44904317508111813,0.7620300780242304,0.31423514681164544,0.28023101857427635,Incorrect
1566,Handwritten Math Solutions,IMG_3739,x^2 + y^2 = 25,9.0,,,,,,2024-01-02 02:05:00,,0.97,39,455,195,127,0.7261658915232269,0.31686177142796956,0.4451333447328849,0.8378611538155797,Correct
1567,Security Camera Anomalies,IMG_4345,,,,,,Normal,0.88,2024-01-02 02:06:00,27.0,0.61,428,55,89,185,0.9361170470395443,0.7240524221133261,0.34710167777611023,0.23682787705367392,Correct
1568,Security Camera Anomalies,IMG_9248,,,,,,Loitering,0.48,2024-01-02 02:07:00,39.0,0.96,402,265,131,189,0.10463905421414466,0.39702023240933393,0.7451041990454161,0.0863350094117501,Incorrect
1569,Handwritten Math Solutions,IMG_7138,∫ x dx,4.0,,,,,,2024-01-02 02:08:00,,0.8,205,61,92,103,0.06352178936435993,0.4752315080097741,0.692957932719131,0.6056406013656687,Uncertain
1570,Security Camera Anomalies,IMG_3561,,,,,,Loitering,0.98,2024-01-02 02:09:00,48.0,0.74,85,353,188,133,0.3850793808738827,0.6413591599547807,0.4847143871788071,0.5056605903202507,Correct
1571,Multi-lingual Street Signs,IMG_4776,,,Spanish,No Entry,Limite de velocidad 50,,,2024-01-02 02:10:00,,0.8,498,307,155,197,0.9037109159556929,0.49784542675046894,0.2656685961121764,0.9087857561361125,Uncertain
1572,Handwritten Math Solutions,IMG_7946,x^2 + y^2 = 25,1.0,,,,,,2024-01-02 02:11:00,,0.76,465,275,164,173,0.26701949703602623,0.9530207203295611,0.16903350818701124,0.9638309530342144,Correct
1573,Security Camera Anomalies,IMG_3747,,,,,,Normal,0.81,2024-01-02 02:12:00,46.0,0.61,459,83,142,76,0.8222581864163713,0.37014712658843185,0.9181458447534006,0.5750095753584973,Uncertain
1574,Security Camera Anomalies,IMG_9663,,,,,,Unauthorized Access,0.33,2024-01-02 02:13:00,5.0,0.88,381,32,110,121,0.47889396765739844,0.1535920009798879,0.2458049508403689,0.4801151967775322,Correct
1575,Handwritten Math Solutions,IMG_2207,Σ(n=1 to ∞) 1/n^2,5.0,,,,,,2024-01-02 02:14:00,,0.89,202,22,142,121,0.38870194092983157,0.36724762742699546,0.9086440875113464,0.03561346830471057,Correct
1576,Handwritten Math Solutions,IMG_6325,∫ x dx,2.0,,,,,,2024-01-02 02:15:00,,0.61,465,191,61,166,0.9980005337400853,0.005300208717890942,0.14178001549534314,0.8020782043023799,Correct
1577,Security Camera Anomalies,IMG_5734,,,,,,Unauthorized Access,0.71,2024-01-02 02:16:00,2.0,0.96,171,313,146,89,0.058241707256057706,0.6351287227811511,0.5442529747697366,0.8679474947928608,Correct
1578,Security Camera Anomalies,IMG_4295,,,,,,Unauthorized Access,0.75,2024-01-02 02:17:00,33.0,0.61,325,426,181,62,0.942688687234911,0.9020004896222379,0.43342265127984914,0.7391305952032776,Incorrect
1579,Handwritten Math Solutions,IMG_4778,x^2 + y^2 = 25,10.0,,,,,,2024-01-02 02:18:00,,0.62,158,107,199,95,0.32769367931361915,0.463110945200638,0.8408116966086466,0.3107398401510597,Correct
1580,Security Camera Anomalies,IMG_5074,,,,,,Unauthorized Access,0.88,2024-01-02 02:19:00,48.0,0.65,302,268,122,85,0.8279794356835065,0.2626586077993248,0.7912820018466648,0.30007086618433365,Incorrect
1581,Multi-lingual Street Signs,IMG_5863,,,French,Speed Limit 50,Cédez le passage,,,2024-01-02 02:20:00,,0.9,26,151,200,146,0.2861693013759973,0.8583600172797962,0.26986519959860855,0.9486993326853933,Correct
1582,Multi-lingual Street Signs,IMG_2411,,,Chinese,Stop,Cédez le passage,,,2024-01-02 02:21:00,,0.81,2,322,96,83,0.28483202179053635,0.5692147665646871,0.07670339500883105,0.27961610465547004,Correct
1583,Security Camera Anomalies,IMG_4393,,,,,,Normal,0.48,2024-01-02 02:22:00,3.0,0.82,411,304,178,88,0.5340051914654742,0.7353558549759194,0.828768790038593,0.5977090140993324,Incorrect
1584,Multi-lingual Street Signs,IMG_8246,,,English,Speed Limit 50,Cédez le passage,,,2024-01-02 02:23:00,,0.64,73,481,134,161,0.9303617445669098,0.28366677093023107,0.3840961597904149,0.7540396997784735,Uncertain
1585,Handwritten Math Solutions,IMG_7661,∫ x dx,9.0,,,,,,2024-01-02 02:24:00,,0.89,155,33,105,125,0.5300409221263408,0.8036767614401783,0.16408154492968752,0.1877147412033594,Correct
1586,Security Camera Anomalies,IMG_9614,,,,,,Loitering,0.18,2024-01-02 02:25:00,9.0,0.8,427,402,163,68,0.30718586000016956,0.5098456943147237,0.9560391533105198,0.08054703069578018,Incorrect
1587,Handwritten Math Solutions,IMG_9007,∫ x dx,1.0,,,,,,2024-01-02 02:26:00,,0.83,204,85,99,54,0.4190286560269031,0.9510862359760258,0.2895833967025663,0.8958461996518019,Correct
1588,Security Camera Anomalies,IMG_8330,,,,,,Unauthorized Access,0.11,2024-01-02 02:27:00,48.0,0.73,471,244,136,100,0.9498206017586422,0.7155216702208756,0.6652597831722542,0.2545215840159263,Uncertain
1589,Multi-lingual Street Signs,IMG_6243,,,French,Yield,Alto,,,2024-01-02 02:28:00,,0.74,92,370,122,124,0.08767855432560856,0.13828809141150877,0.8297455547447229,0.5855987425101198,Incorrect
1590,Security Camera Anomalies,IMG_5252,,,,,,Loitering,0.71,2024-01-02 02:29:00,35.0,0.94,299,154,111,111,0.721017991442411,0.8739520777836631,0.8602099752772321,0.4457360010573702,Uncertain
1591,Security Camera Anomalies,IMG_9631,,,,,,Loitering,0.76,2024-01-02 02:30:00,4.0,0.59,102,190,160,156,0.23880823835651788,0.5218385799787587,0.5736682575444043,0.2954493070820122,Correct
1592,Handwritten Math Solutions,IMG_6281,∫ x dx,7.0,,,,,,2024-01-02 02:31:00,,0.98,188,383,69,195,0.7816075944686307,0.605010157634508,0.2736782282788719,0.016025837009328248,Correct
1593,Multi-lingual Street Signs,IMG_9094,,,French,Yield,Cédez le passage,,,2024-01-02 02:32:00,,0.55,457,18,52,122,0.7289011575254357,0.9155278873118343,0.6954885081703773,0.3668603927697679,Uncertain
1594,Handwritten Math Solutions,IMG_6795,∫ x dx,7.0,,,,,,2024-01-02 02:33:00,,0.82,457,273,191,82,0.20485631582097275,0.05005125451568104,0.25230158338794195,0.7461528011591894,Correct
1595,Multi-lingual Street Signs,IMG_1743,,,English,Stop,Limite de velocidad 50,,,2024-01-02 02:34:00,,0.65,108,60,126,64,0.4322423975025904,0.9696061309973129,0.1291226066108373,0.2474661400841932,Incorrect
1596,Multi-lingual Street Signs,IMG_9360,,,French,Speed Limit 50,禁止进入,,,2024-01-02 02:35:00,,0.94,482,193,186,89,0.6533490999898467,0.06379647746957573,0.8487319230140244,0.7474552609818391,Uncertain
1597,Security Camera Anomalies,IMG_4588,,,,,,Normal,0.5,2024-01-02 02:36:00,30.0,0.88,211,321,113,169,0.7468302730523747,0.17813532571807045,0.03088068362058982,0.055793484037119145,Uncertain
1598,Security Camera Anomalies,IMG_7442,,,,,,Normal,0.62,2024-01-02 02:37:00,30.0,0.6,32,459,78,133,0.39640478918808497,0.028696174578269895,0.24938150218179045,0.87846352236383,Uncertain
1599,Handwritten Math Solutions,IMG_7184,Σ(n=1 to ∞) 1/n^2,7.0,,,,,,2024-01-02 02:38:00,,0.84,146,139,183,161,0.1377732536006726,0.7225417002038963,0.5138230780429757,0.9802110643112026,Correct
1600,Handwritten Math Solutions,IMG_8814,∫ x dx,8.0,,,,,,2024-01-02 02:39:00,,0.7,215,325,113,74,0.7926604503963927,0.5804976922038843,0.5414520781009418,0.2695259140183446,Correct
1601,Handwritten Math Solutions,IMG_2946,Σ(n=1 to ∞) 1/n^2,2.0,,,,,,2024-01-02 02:40:00,,0.82,2,222,142,147,0.7668598945118011,0.2724424465907823,0.603893762336052,0.05420876878189651,Uncertain
1602,Security Camera Anomalies,IMG_3096,,,,,,Loitering,0.65,2024-01-02 02:41:00,34.0,0.67,273,457,196,63,0.9114628625254967,0.8437365271495507,0.09371913885150918,0.24961817096136885,Incorrect
1603,Handwritten Math Solutions,IMG_8626,Σ(n=1 to ∞) 1/n^2,9.0,,,,,,2024-01-02 02:42:00,,0.94,105,219,167,149,0.633585792022188,0.2203040551174721,0.5506812111618388,0.6059474422939842,Uncertain
1604,Handwritten Math Solutions,IMG_1236,x^2 + y^2 = 25,2.0,,,,,,2024-01-02 02:43:00,,1.0,294,221,156,106,0.5248325653784908,0.968417242249925,0.10411616369840815,0.794625510099465,Correct
1605,Multi-lingual Street Signs,IMG_2167,,,English,Yield,禁止进入,,,2024-01-02 02:44:00,,0.51,153,44,159,171,0.4265683631597831,0.27263509840063926,0.9559673358580906,0.157219695701714,Incorrect
1606,Handwritten Math Solutions,IMG_6164,x^2 + y^2 = 25,5.0,,,,,,2024-01-02 02:45:00,,0.58,368,452,124,107,0.6583825010586379,0.3426945095445323,0.5913820333106801,0.21410188380877015,Uncertain
1607,Security Camera Anomalies,IMG_4990,,,,,,Loitering,0.13,2024-01-02 02:46:00,2.0,0.69,354,107,119,66,0.4206335593597589,0.04953048835304197,0.15064947670520223,0.3432323977943119,Incorrect
1608,Handwritten Math Solutions,IMG_2820,Σ(n=1 to ∞) 1/n^2,6.0,,,,,,2024-01-02 02:47:00,,0.59,486,492,178,99,0.8866594887744762,0.07169796619278024,0.8208473334606537,0.25241545602929705,Correct
1609,Handwritten Math Solutions,IMG_6145,∫ x dx,8.0,,,,,,2024-01-02 02:48:00,,0.56,277,128,161,69,0.33386603748785915,0.03410709788321975,0.8978103776269283,0.6476664502389297,Uncertain
1610,Security Camera Anomalies,IMG_2280,,,,,,Unauthorized Access,0.29,2024-01-02 02:49:00,42.0,0.69,419,400,81,66,0.7455854421727123,0.38934031633922517,0.5924913698438966,0.2335784566970046,Incorrect
1611,Multi-lingual Street Signs,IMG_9839,,,English,Stop,Alto,,,2024-01-02 02:50:00,,0.58,343,333,152,75,0.59909385307265,0.7720931485710715,0.40077641519582763,0.313131794118218,Uncertain
1612,Handwritten Math Solutions,IMG_1271,x^2 + y^2 = 25,1.0,,,,,,2024-01-02 02:51:00,,0.78,238,480,160,107,0.1048387823311362,0.39857196528006567,0.9872882347143358,0.4352483771916844,Correct
1613,Handwritten Math Solutions,IMG_4437,Σ(n=1 to ∞) 1/n^2,3.0,,,,,,2024-01-02 02:52:00,,0.77,167,302,80,95,0.616126561504792,0.12583531196988773,0.17757118170076824,0.992421975968133,Correct
1614,Handwritten Math Solutions,IMG_2948,x^2 + y^2 = 25,3.0,,,,,,2024-01-02 02:53:00,,0.63,246,498,109,120,0.4013094674257329,0.5315488068989542,0.22932651579153385,0.038436168365919676,Incorrect
1615,Multi-lingual Street Signs,IMG_5882,,,English,Yield,Alto,,,2024-01-02 02:54:00,,0.88,488,143,192,71,0.1416967253762208,0.05622372668256781,0.7066518765546023,0.5348199814894969,Uncertain
1616,Handwritten Math Solutions,IMG_6357,x^2 + y^2 = 25,7.0,,,,,,2024-01-02 02:55:00,,0.79,301,272,91,121,0.23654386005251704,0.18434247356689182,0.9237749611793304,0.9930505111522531,Incorrect
1617,Multi-lingual Street Signs,IMG_6182,,,English,Stop,禁止进入,,,2024-01-02 02:56:00,,0.95,306,449,68,188,0.37314763701800313,0.608575185885722,0.15263758281246442,0.4121853603179292,Correct
1618,Security Camera Anomalies,IMG_3491,,,,,,Unauthorized Access,0.45,2024-01-02 02:57:00,2.0,0.74,383,496,138,78,0.5783079499218436,0.9176898125591447,0.31654681517169525,0.00046816172914720955,Incorrect
1619,Security Camera Anomalies,IMG_6148,,,,,,Loitering,0.74,2024-01-02 02:58:00,43.0,0.58,223,464,86,139,0.5699142998784572,0.9286002978108576,0.12921012638106488,0.4493459085801823,Uncertain
1620,Multi-lingual Street Signs,IMG_1804,,,English,Yield,禁止进入,,,2024-01-02 02:59:00,,0.79,489,210,134,76,0.5106745711203681,0.8480940658155167,0.6917522818555579,0.2928897467648369,Incorrect
1621,Security Camera Anomalies,IMG_4383,,,,,,Loitering,0.87,2024-01-02 03:00:00,35.0,0.82,289,3,152,127,0.26402334562342045,0.6328024501667909,0.751349967403208,0.24193175547208878,Uncertain
1622,Handwritten Math Solutions,IMG_1132,∫ x dx,9.0,,,,,,2024-01-02 03:01:00,,0.66,96,59,63,58,0.9089651725811446,0.8494908268059608,0.32979998036071023,0.4780301980629811,Correct
1623,Handwritten Math Solutions,IMG_9008,x^2 + y^2 = 25,5.0,,,,,,2024-01-02 03:02:00,,0.68,245,162,173,91,0.4089876806523377,0.33224829991894567,0.9842137031703767,0.14717333541662736,Correct
1624,Multi-lingual Street Signs,IMG_4775,,,French,Speed Limit 50,禁止进入,,,2024-01-02 03:03:00,,0.99,481,362,64,99,0.8418624078838729,0.8994669831859907,0.29424650489933035,0.361012403990866,Correct
1625,Security Camera Anomalies,IMG_4956,,,,,,Unauthorized Access,0.36,2024-01-02 03:04:00,35.0,0.95,289,293,100,97,0.9657669084261932,0.08447214881849496,0.7710763044769261,0.6822779709836276,Incorrect
1626,Handwritten Math Solutions,IMG_4922,Σ(n=1 to ∞) 1/n^2,3.0,,,,,,2024-01-02 03:05:00,,0.69,90,189,79,166,0.6413805072820138,0.30582842264797094,0.7517208268265886,0.20292537065498117,Uncertain
1627,Multi-lingual Street Signs,IMG_5251,,,French,Stop,Cédez le passage,,,2024-01-02 03:06:00,,0.64,3,350,52,87,0.6208975483478493,0.3112828889017982,0.6221853476626001,0.27565772033091984,Uncertain
1628,Multi-lingual Street Signs,IMG_6958,,,Spanish,Stop,Cédez le passage,,,2024-01-02 03:07:00,,0.51,71,404,187,198,0.02900193318508837,0.9768807608462564,0.08035289787583055,0.2628528872001229,Correct
1629,Security Camera Anomalies,IMG_2286,,,,,,Loitering,0.08,2024-01-02 03:08:00,26.0,0.96,327,158,67,74,0.932251833453819,0.0342620887385785,0.6209278079275513,0.43785715118877777,Uncertain
1630,Handwritten Math Solutions,IMG_4885,∫ x dx,1.0,,,,,,2024-01-02 03:09:00,,0.51,102,302,92,190,0.011770344829314494,0.7674923286612811,0.9130868180334957,0.7418073209792951,Incorrect
1631,Multi-lingual Street Signs,IMG_3205,,,French,Yield,Limite de velocidad 50,,,2024-01-02 03:10:00,,0.68,353,332,118,150,0.14338863244735944,0.30929453251624284,0.04580667158218654,0.12145191093715346,Correct
1632,Security Camera Anomalies,IMG_7097,,,,,,Unauthorized Access,0.48,2024-01-02 03:11:00,10.0,0.55,266,368,159,119,0.6872506898380714,0.9093893599737687,0.15481362295853796,0.38322836820709516,Uncertain
1633,Multi-lingual Street Signs,IMG_2242,,,English,Yield,禁止进入,,,2024-01-02 03:12:00,,0.63,396,180,130,96,0.42186770248560646,0.14313204673295998,0.3764347208859474,0.3807386489526069,Uncertain
1634,Handwritten Math Solutions,IMG_8927,∫ x dx,1.0,,,,,,2024-01-02 03:13:00,,0.71,370,29,139,180,0.45311516871811097,0.3635543269349991,0.1950111830444543,0.2777031414307717,Uncertain
1635,Security Camera Anomalies,IMG_6860,,,,,,Normal,0.61,2024-01-02 03:14:00,47.0,0.85,238,107,193,182,0.8267585581105387,0.20071652216560898,0.9375195513550676,0.1599167768038956,Incorrect
1636,Handwritten Math Solutions,IMG_1845,x^2 + y^2 = 25,10.0,,,,,,2024-01-02 03:15:00,,0.77,104,108,101,158,0.035853747334836816,0.3217691265661904,0.8089337047106042,0.3079119267376602,Uncertain
1637,Handwritten Math Solutions,IMG_4006,∫ x dx,5.0,,,,,,2024-01-02 03:16:00,,0.73,25,244,117,131,0.6693592276061576,0.9512752386036986,0.25134057257266207,0.4577849678587148,Correct
1638,Handwritten Math Solutions,IMG_5005,∫ x dx,4.0,,,,,,2024-01-02 03:17:00,,0.92,437,326,176,88,0.6283120477291564,0.8824386733295204,0.16160750347886432,0.4297421862869232,Correct
1639,Security Camera Anomalies,IMG_2111,,,,,,Loitering,0.59,2024-01-02 03:18:00,45.0,0.52,226,410,56,111,0.8085525418281837,0.8455553149581453,0.9738008062540401,0.2680796059283067,Uncertain
1640,Security Camera Anomalies,IMG_5173,,,,,,Normal,0.51,2024-01-02 03:19:00,10.0,0.8,22,162,80,154,0.4450581816776672,0.4257954601081425,0.5408177260621412,0.5522697244465654,Incorrect
1641,Multi-lingual Street Signs,IMG_9075,,,English,No Entry,Cédez le passage,,,2024-01-02 03:20:00,,0.9,244,320,181,177,0.0403732755749272,0.08925317725456094,0.8119537191165898,0.6535415273767801,Uncertain
1642,Multi-lingual Street Signs,IMG_9102,,,Chinese,Yield,禁止进入,,,2024-01-02 03:21:00,,0.95,308,405,102,138,0.060692547617372083,0.4343729658584895,0.45382500409199955,0.5736752704766789,Incorrect
1643,Multi-lingual Street Signs,IMG_4419,,,Chinese,Speed Limit 50,Alto,,,2024-01-02 03:22:00,,0.79,362,47,169,196,0.8305585003566376,0.5156227431111452,0.1705105187413346,0.2872234098458323,Uncertain
1644,Security Camera Anomalies,IMG_3178,,,,,,Unauthorized Access,0.72,2024-01-02 03:23:00,2.0,0.75,481,438,97,166,0.8116053726377948,0.9062122920794732,0.7230071507670386,0.7275801831914614,Incorrect
1645,Security Camera Anomalies,IMG_9494,,,,,,Unauthorized Access,0.33,2024-01-02 03:24:00,47.0,0.77,492,156,192,151,0.2313041981082764,0.364105882092855,0.6400848788868166,0.9690124107306796,Uncertain
1646,Security Camera Anomalies,IMG_5979,,,,,,Loitering,0.77,2024-01-02 03:25:00,11.0,0.8,177,323,63,128,0.309484385598343,0.07120923228650566,0.15503269724805968,0.542525298008708,Correct
1647,Multi-lingual Street Signs,IMG_8957,,,English,Yield,Alto,,,2024-01-02 03:26:00,,0.93,470,235,125,138,0.2758025716324638,0.5695612507164253,0.1368762072827996,0.5754985425244692,Incorrect
1648,Security Camera Anomalies,IMG_4835,,,,,,Unauthorized Access,0.16,2024-01-02 03:27:00,29.0,0.54,397,352,187,86,0.11816388870739136,0.18742648037352239,0.6444235648077752,0.29461023357620864,Uncertain
1649,Multi-lingual Street Signs,IMG_9149,,,English,No Entry,Alto,,,2024-01-02 03:28:00,,0.79,281,266,179,55,0.8197359485700696,0.10416889363849158,0.5471801070206223,0.5542002649480813,Incorrect
1650,Handwritten Math Solutions,IMG_4815,Σ(n=1 to ∞) 1/n^2,9.0,,,,,,2024-01-02 03:29:00,,0.64,161,371,102,185,0.344125261949466,0.9908958030966029,0.5983219708795197,0.6322309126951327,Uncertain
1651,Multi-lingual Street Signs,IMG_8963,,,Chinese,Speed Limit 50,Limite de velocidad 50,,,2024-01-02 03:30:00,,0.83,139,452,164,197,0.2656417437955648,0.8905304590346121,0.31507333730795906,0.1557864425386013,Uncertain
1652,Multi-lingual Street Signs,IMG_4411,,,Spanish,Yield,禁止进入,,,2024-01-02 03:31:00,,0.78,95,40,184,153,0.24402191089892822,0.02493018306160255,0.8267266278702393,0.6045103671928721,Incorrect
